0.000000000000000000e+00 -1.680984108816034446e-20 3.782214244836077203e-21
0.000000000000000000e+00 -8.404920544080172608e-22 3.782214244836077203e-21
2.102102102102102421e+01 7.851639476188829571e-04 2.138782668310924059e-04
2.702702702702702808e+01 9.141000794012434398e-04 2.256220409858305902e-04
3.103103103103103422e+01 9.823336505809369436e-04 2.346976463547996179e-04
3.303303303303303551e+01 1.011706779455725678e-03 2.411695855282529257e-04
3.603603603603603744e+01 1.050751744402396871e-03 2.547578615020429761e-04
3.803803803803803874e+01 1.073604683664095959e-03 2.671620589022945420e-04
3.903903903903903938e+01 1.084012691590842837e-03 2.745627878413909803e-04
4.104104104104104778e+01 1.103677782093283105e-03 2.920665219449154618e-04
4.204204204204204842e+01 1.112609643551468923e-03 3.021884439751795380e-04
4.404404404404404971e+01 1.129607236203708422e-03 3.249790511748045538e-04
4.504504504504505036e+01 1.137305450162758328e-03 3.375640966094771954e-04
4.604604604604605100e+01 1.144641711843034232e-03 3.508865434442645388e-04
4.704704704704705165e+01 1.151642132443120737e-03 3.649045718118225975e-04
4.804804804804805229e+01 1.158332567438117959e-03 3.795763618448073310e-04
4.904904904904905294e+01 1.164738616579641525e-03 3.948600936758746445e-04
5.005005005005005358e+01 1.170885623895822573e-03 4.107139474376803349e-04
5.105105105105105423e+01 1.176798677691308402e-03 4.270961032628807410e-04
5.205205205205205488e+01 1.182502610547260958e-03 4.439647412841316596e-04
5.305305305305305552e+01 1.188021999321359429e-03 4.612780416340889417e-04
5.305305305305305552e+01 1.187568573210992951e-03 4.612780416340889417e-04
5.405405405405405617e+01 1.192929539393897728e-03 4.789941844454087094e-04
5.505505505505505681e+01 1.198155035332522291e-03 4.970713498507466511e-04
5.605605605605606456e+01 1.203268806783221135e-03 5.154677179827591056e-04
5.605605605605606456e+01 1.202822779689401026e-03 5.154677179827591056e-04
5.705705705705706521e+01 1.207851987126912566e-03 5.341414689741018698e-04
5.805805805805806585e+01 1.212816689918810907e-03 5.530507829574306863e-04
5.905905905905906650e+01 1.217739802720126715e-03 5.721538400654018397e-04
5.905905905905906650e+01 1.217306209521217247e-03 5.721538400654018397e-04
6.006006006006006714e+01 1.222215355837392775e-03 5.914088219128911268e-04
6.106106106106106779e+01 1.227125118313163003e-03 6.107820770923255054e-04
6.106106106106106779e+01 1.226701771737829854e-03 6.107820770923255054e-04
6.206206206206206843e+01 1.231626195993604581e-03 6.302672589401383217e-04
6.206206206206206843e+01 1.231208438042659782e-03 6.302672589401383217e-04
6.306306306306306908e+01 1.236154371275461706e-03 6.498637203680127268e-04
6.406406406406406973e+01 1.241122456278272428e-03 6.695708142876314380e-04
6.406406406406406973e+01 1.240716795559107521e-03 6.695708142876314380e-04
6.506506506506507037e+01 1.245719770144803782e-03 6.893878936106772812e-04
6.506506506506507037e+01 1.245320617295734558e-03 6.893878936106772812e-04
6.606606606606607102e+01 1.250365321288387415e-03 7.093143112488334073e-04
6.606606606606607102e+01 1.249972981987354514e-03 7.093143112488334073e-04
6.706706706706707166e+01 1.255066252630502015e-03 7.293494201137823169e-04
6.806806806806807231e+01 1.260207500789175270e-03 7.494925731172068359e-04
6.806806806806807231e+01 1.259829704143447179e-03 7.494925731172068359e-04
6.906906906906907295e+01 1.265032881126095616e-03 7.697431231707903320e-04
6.906906906906907295e+01 1.264662812850339720e-03 7.697431231707903320e-04
7.007007007007007360e+01 1.269934748527551697e-03 7.901004231862155227e-04
7.007007007007007360e+01 1.269572712825119305e-03 7.901004231862155227e-04
7.107107107107107424e+01 1.274920234486948221e-03 8.105638260751649084e-04
7.107107107107107424e+01 1.274566535192542390e-03 8.105638260751649084e-04
7.207207207207207489e+01 1.279996467548510149e-03 8.311326847493215320e-04
7.207207207207207489e+01 1.279651408128185249e-03 8.311326847493215320e-04
7.307307307307307553e+01 1.285170573307280965e-03 8.518063521203685443e-04
7.307307307307307553e+01 1.284834456858445712e-03 8.518063521203685443e-04
7.407407407407407618e+01 1.290449674409124619e-03 8.725841810999885543e-04
7.407407407407407618e+01 1.290122803660538608e-03 8.725841810999885543e-04
7.507507507507507682e+01 1.295840890550724019e-03 8.934655245998643879e-04
7.507507507507507682e+01 1.295523567862500326e-03 8.934655245998643879e-04
7.507507507507507682e+01 1.295206245174275765e-03 8.934655245998643879e-04
7.607607607607607747e+01 1.301043865843185768e-03 9.144497355316793044e-04
7.607607607607607747e+01 1.300736393206788563e-03 9.144497355316793044e-04
7.707707707707707812e+01 1.306690811032269880e-03 9.355361668071154792e-04
7.707707707707707812e+01 1.306393490070516814e-03 9.355361668071154792e-04
7.807807807807807876e+01 1.312471513910246990e-03 9.567241713378561718e-04
7.807807807807807876e+01 1.312184645877308110e-03 9.567241713378561718e-04
7.907907907907907941e+01 1.318393082008430814e-03 9.780131020355844248e-04
7.907907907907907941e+01 1.318116967789829215e-03 9.780131020355844248e-04
7.907907907907907941e+01 1.317840853571228266e-03 9.780131020355844248e-04
8.008008008008008005e+01 1.324197559467734124e-03 9.994023119840956051e-04
8.008008008008008005e+01 1.323932499578122897e-03 9.994023119840956051e-04
8.108108108108109491e+01 1.330432150273937924e-03 1.020891577040984339e-03
8.108108108108109491e+01 1.330178439401119442e-03 1.020891577040984339e-03
8.208208208208209555e+01 1.336822067252580338e-03 1.042482005303660897e-03
8.208208208208209555e+01 1.336579977064673158e-03 1.042482005303660897e-03
8.208208208208209555e+01 1.336337886876765762e-03 1.042482005303660897e-03
8.308308308308309620e+01 1.343137366480649537e-03 1.064174966631726898e-03
8.308308308308309620e+01 1.342907142247995239e-03 1.064174966631726898e-03
8.408408408408409684e+01 1.349850650378692403e-03 1.085971830884784181e-03
8.408408408408409684e+01 1.349632510973855157e-03 1.085971830884784181e-03
8.408408408408409684e+01 1.349414371569017260e-03 1.085971830884784181e-03
8.508508508508509749e+01 1.356513798203990697e-03 1.107873967922434581e-03
8.508508508508509749e+01 1.356307936101756179e-03 1.107873967922434581e-03
8.608608608608609813e+01 1.363550597905825593e-03 1.129882747604279720e-03
8.608608608608609813e+01 1.363357179183202284e-03 1.129882747604279720e-03
8.608608608608609813e+01 1.363163760460579408e-03 1.129882747604279720e-03
8.708708708708709878e+01 1.370561457200779798e-03 1.151999539789920349e-03
8.708708708708709878e+01 1.370380621536999204e-03 1.151999539789920349e-03
8.808808808808809943e+01 1.377919915359692360e-03 1.174225714338959174e-03
8.808808808808809943e+01 1.377751776036206842e-03 1.174225714338959174e-03
8.808808808808809943e+01 1.377583636712721542e-03 1.174225714338959174e-03
8.908908908908910007e+01 1.385276131583405802e-03 1.196562641110996946e-03
8.908908908908910007e+01 1.385120775483891396e-03 1.196562641110996946e-03
9.009009009009010072e+01 1.392952384621578112e-03 1.219011689965635286e-03
9.009009009009010072e+01 1.392809872231932792e-03 1.219011689965635286e-03
9.009009009009010072e+01 1.392667359842287254e-03 1.219011689965635286e-03
9.109109109109110136e+01 1.400649385819828898e-03 1.241574230762476248e-03
9.109109109109110136e+01 1.400519751228172143e-03 1.241574230762476248e-03
9.109109109109110136e+01 1.400390116636515605e-03 1.241574230762476248e-03
9.209209209209210201e+01 1.408520814825016182e-03 1.264251633361121235e-03
9.209209209209210201e+01 1.408404065721690496e-03 1.264251633361121235e-03
9.309309309309310265e+01 1.416668560733582230e-03 1.287045267621171650e-03
9.309309309309310265e+01 1.416564678411152706e-03 1.287045267621171650e-03
9.309309309309310265e+01 1.416460796088723183e-03 1.287045267621171650e-03
9.409409409409410330e+01 1.424869727225663851e-03 1.309956503402228897e-03
9.409409409409410330e+01 1.424778666578917956e-03 1.309956503402228897e-03
9.409409409409410330e+01 1.424687605932171627e-03 1.309956503402228897e-03
9.509509509509510394e+01 1.433238463029714053e-03 1.332986710563895030e-03
9.509509509509510394e+01 1.433160152555660108e-03 1.332986710563895030e-03
9.609609609609610459e+01 1.441837509199655164e-03 1.356137258965771234e-03
9.609609609609610459e+01 1.441771850997525597e-03 1.356137258965771234e-03
9.609609609609610459e+01 1.441706192795396248e-03 1.356137258965771234e-03
9.709709709709710523e+01 1.450519787436311625e-03 1.379409518467459347e-03
9.709709709709710523e+01 1.450466657207559939e-03 1.379409518467459347e-03
9.709709709709710523e+01 1.450413526978808470e-03 1.379409518467459347e-03
9.809809809809810588e+01 1.459360083916643423e-03 1.402804858928560555e-03
9.809809809809810588e+01 1.459319330964946792e-03 1.402804858928560555e-03
9.809809809809810588e+01 1.459278578013249728e-03 1.402804858928560555e-03
9.909909909909910652e+01 1.468354557570225941e-03 1.426324650208676912e-03
9.909909909909910652e+01 1.468326004801482395e-03 1.426324650208676912e-03
9.909909909909910652e+01 1.468297452032738632e-03 1.426324650208676912e-03
1.001001001001001072e+02 1.477499050914179947e-03 1.449970261438266513e-03
1.001001001001001072e+02 1.477482494839957436e-03 1.449970261438266513e-03
1.001001001001001072e+02 1.477465938765735358e-03 1.449970261438266513e-03
1.011011011011011078e+02 1.486789582341074747e-03 1.473742094175001455e-03
1.011011011011011078e+02 1.486784797652702678e-03 1.473742094175001455e-03
1.021021021021021085e+02 1.496216659730563231e-03 1.497637674965628541e-03
1.021021021021021085e+02 1.496223412890422240e-03 1.497637674965628541e-03
1.021021021021021085e+02 1.496230166050281467e-03 1.497637674965628541e-03
1.031031031031031091e+02 1.505779938795485636e-03 1.521653998811632125e-03
1.031031031031031091e+02 1.505797990549830869e-03 1.521653998811632125e-03
1.031031031031031091e+02 1.505816042304175669e-03 1.521653998811632125e-03
1.041041041041041098e+02 1.515481589334425391e-03 1.545788060714498729e-03
1.041041041041041098e+02 1.515510694713383035e-03 1.545788060714498729e-03
1.041041041041041098e+02 1.515539800092341547e-03 1.545788060714498729e-03
1.051051051051051104e+02 1.525318927864066729e-03 1.570036855675713142e-03
1.051051051051051104e+02 1.525358836181637916e-03 1.570036855675713142e-03
1.051051051051051104e+02 1.525398744499209536e-03 1.570036855675713142e-03
1.061061061061061110e+02 1.535289202307571314e-03 1.594397378696760584e-03
1.061061061061061110e+02 1.535339657161628865e-03 1.594397378696760584e-03
1.061061061061061110e+02 1.535390112015687283e-03 1.594397378696760584e-03
1.071071071071071117e+02 1.545389591994575850e-03 1.618866624779126276e-03
1.071071071071071117e+02 1.545450331266866231e-03 1.618866624779126276e-03
1.071071071071071117e+02 1.545511070539156828e-03 1.618866624779126276e-03
1.081081081081081123e+02 1.555617207661192519e-03 1.643441588924296091e-03
1.081081081081081123e+02 1.555687963517334536e-03 1.643441588924296091e-03
1.081081081081081123e+02 1.555758719373476770e-03 1.643441588924296091e-03
1.091091091091091130e+02 1.565969091450009195e-03 1.668119266133755250e-03
1.091091091091091130e+02 1.566049590339494649e-03 1.668119266133755250e-03
1.091091091091091130e+02 1.566130089228980754e-03 1.668119266133755250e-03
1.101101101101101136e+02 1.576442216910087278e-03 1.692896651408988323e-03
1.101101101101101136e+02 1.576532179566281829e-03 1.692896651408988323e-03
1.101101101101101136e+02 1.576622142222476380e-03 1.692896651408988323e-03
1.101101101101101136e+02 1.576712104878670931e-03 1.692896651408988323e-03
1.111111111111111143e+02 1.587132630437107896e-03 1.717770739751481399e-03
1.111111111111111143e+02 1.587231771877249328e-03 1.717770739751481399e-03
1.111111111111111143e+02 1.587330913317390544e-03 1.717770739751481399e-03
1.121121121121121291e+02 1.597847773597860363e-03 1.742738526162720568e-03
1.121121121121121291e+02 1.597955803123059237e-03 1.742738526162720568e-03
1.121121121121121291e+02 1.598063832648257462e-03 1.742738526162720568e-03
1.131131131131131298e+02 1.608674371100899400e-03 1.767797005644188880e-03
1.131131131131131298e+02 1.608790992296139487e-03 1.767797005644188880e-03
1.131131131131131298e+02 1.608907613491379358e-03 1.767797005644188880e-03
1.141141141141141304e+02 1.619609116405064560e-03 1.792943173197373511e-03
1.141141141141141304e+02 1.619734027139203055e-03 1.792943173197373511e-03
1.141141141141141304e+02 1.619858937873341117e-03 1.792943173197373511e-03
1.151151151151151311e+02 1.630648634375668916e-03 1.818174023823760114e-03
1.151151151151151311e+02 1.630781526801435358e-03 1.818174023823760114e-03
1.151151151151151311e+02 1.630914419227200715e-03 1.818174023823760114e-03
1.161161161161161317e+02 1.641789481284500370e-03 1.843486552524831960e-03
1.161161161161161317e+02 1.641930041838496855e-03 1.843486552524831960e-03
1.161161161161161317e+02 1.642070602392493557e-03 1.843486552524831960e-03
1.161161161161161317e+02 1.642211162946490477e-03 1.843486552524831960e-03
1.171171171171171324e+02 1.653176054212526086e-03 1.868877754302076654e-03
1.171171171171171324e+02 1.653323963615229222e-03 1.868877754302076654e-03
1.171171171171171324e+02 1.653471873017932792e-03 1.868877754302076654e-03
1.181181181181181330e+02 1.664515977292134463e-03 1.894344624156977684e-03
1.181181181181181330e+02 1.664670910547892332e-03 1.894344624156977684e-03
1.181181181181181330e+02 1.664825843803650418e-03 1.894344624156977684e-03
1.191191191191191336e+02 1.675946155852411044e-03 1.919884157091021788e-03
1.191191191191191336e+02 1.676107782249445805e-03 1.919884157091021788e-03
1.191191191191191336e+02 1.676269408646480132e-03 1.919884157091021788e-03
1.201201201201201343e+02 1.687462866321085431e-03 1.945493348356494220e-03
1.201201201201201343e+02 1.687630849433483047e-03 1.945493348356494220e-03
1.201201201201201343e+02 1.687798832545880879e-03 1.945493348356494220e-03
1.211211211211211349e+02 1.699062520549979522e-03 1.971169396112857405e-03
1.211211211211211349e+02 1.699236519849518052e-03 1.971169396112857405e-03
1.211211211211211349e+02 1.699410519149057233e-03 1.971169396112857405e-03
1.211211211211211349e+02 1.699584518448595547e-03 1.971169396112857405e-03
1.221221221221221356e+02 1.710921741907355659e-03 1.996910067289451533e-03
1.221221221221221356e+02 1.711101417281619009e-03 1.996910067289451533e-03
1.221221221221221356e+02 1.711281092655881275e-03 1.996910067289451533e-03
1.231231231231231362e+02 1.722683573944393124e-03 2.022713227724040348e-03
1.231231231231231362e+02 1.722868586482463951e-03 2.022713227724040348e-03
1.231231231231231362e+02 1.723053599020535429e-03 2.022713227724040348e-03
1.241241241241241369e+02 1.734519088716035074e-03 2.048576743254388894e-03
1.241241241241241369e+02 1.734709100708498259e-03 2.048576743254388894e-03
1.241241241241241369e+02 1.734899112700961877e-03 2.048576743254388894e-03
1.241241241241241369e+02 1.735089124693425496e-03 2.048576743254388894e-03
1.251251251251251375e+02 1.746620048334632681e-03 2.074498479718260482e-03
1.251251251251251375e+02 1.746814723273572723e-03 2.074498479718260482e-03
1.251251251251251375e+02 1.747009398212513850e-03 2.074498479718260482e-03
1.261261261261261382e+02 1.758598532153784035e-03 2.100476302953420589e-03
1.261261261261261382e+02 1.758797534732787658e-03 2.100476302953420589e-03
1.261261261261261382e+02 1.758996537311790847e-03 2.100476302953420589e-03
1.271271271271271388e+02 1.770641669376874557e-03 2.126508078797632526e-03
1.271271271271271388e+02 1.770844665491027019e-03 2.126508078797632526e-03
1.271271271271271388e+02 1.771047661605178831e-03 2.126508078797632526e-03
1.271271271271271388e+02 1.771250657719330426e-03 2.126508078797632526e-03
1.281281281281281395e+02 1.782953248378722419e-03 2.152591673088660902e-03
1.281281281281281395e+02 1.783159905124609467e-03 2.152591673088660902e-03
1.281281281281281395e+02 1.783366561870496731e-03 2.152591673088660902e-03
1.291291291291291543e+02 1.795120430644310669e-03 2.178724951664269896e-03
1.291291291291291543e+02 1.795330416320019620e-03 2.178724951664269896e-03
1.291291291291291543e+02 1.795540401995727705e-03 2.178724951664269896e-03
1.291291291291291543e+02 1.795750387671436656e-03 2.178724951664269896e-03
1.301301301301301407e+02 1.807556358059350275e-03 2.204905780362224118e-03
1.301301301301301407e+02 1.807769342164468719e-03 2.204905780362224118e-03
1.301301301301301407e+02 1.807982326269586947e-03 2.204905780362224118e-03
1.311311311311311556e+02 1.819834907628552819e-03 2.231132025020287311e-03
1.311311311311311556e+02 1.820050560864168183e-03 2.231132025020287311e-03
1.311311311311311556e+02 1.820266214099783763e-03 2.231132025020287311e-03
1.321321321321321420e+02 1.832163256731581457e-03 2.257401551476223654e-03
1.321321321321321420e+02 1.832381251000282088e-03 2.257401551476223654e-03
1.321321321321321420e+02 1.832599245268983369e-03 2.257401551476223654e-03
1.321321321321321420e+02 1.832817239537684433e-03 2.257401551476223654e-03
1.331331331331331569e+02 1.844758619896273147e-03 2.283712225567797755e-03
1.331331331331331569e+02 1.844978628302148963e-03 2.283712225567797755e-03
1.331331331331331569e+02 1.845198636708024345e-03 2.283712225567797755e-03
1.341341341341341433e+02 1.857179889293608405e-03 2.310061913132773793e-03
1.341341341341341433e+02 1.857401586142248297e-03 2.310061913132773793e-03
1.341341341341341433e+02 1.857623282990888405e-03 2.310061913132773793e-03
1.341341341341341433e+02 1.857844979839528080e-03 2.310061913132773793e-03
1.351351351351351582e+02 1.869865356150256491e-03 2.336448480008916379e-03
1.351351351351351582e+02 1.870088416948750918e-03 2.336448480008916379e-03
1.351351351351351582e+02 1.870311477747245345e-03 2.336448480008916379e-03
1.361361361361361446e+02 1.882367190105155384e-03 2.362869792033988389e-03
1.361361361361361446e+02 1.882591291562093995e-03 2.362869792033988389e-03
1.361361361361361446e+02 1.882815393019032606e-03 2.362869792033988389e-03
1.361361361361361446e+02 1.883039494475971867e-03 2.362869792033988389e-03
1.371371371371371595e+02 1.895129174229405380e-03 2.389323715045755733e-03
1.371371371371371595e+02 1.895353994254880478e-03 2.389323715045755733e-03
1.371371371371371595e+02 1.895578814280355143e-03 2.389323715045755733e-03
1.381381381381381459e+02 1.907699346767179321e-03 2.415808114881981290e-03
1.381381381381381459e+02 1.907924564472781095e-03 2.415808114881981290e-03
1.381381381381381459e+02 1.908149782178383738e-03 2.415808114881981290e-03
1.381381381381381459e+02 1.908374999883984645e-03 2.415808114881981290e-03
1.391391391391391608e+02 1.920524401108736779e-03 2.442320857380430536e-03
1.391391391391391608e+02 1.920749696807558509e-03 2.442320857380430536e-03
1.391391391391391608e+02 1.920974992506379372e-03 2.442320857380430536e-03
1.401401401401401472e+02 1.933150816154729969e-03 2.468859808538391518e-03
1.401401401401401472e+02 1.933375871362945754e-03 2.468859808538391518e-03
1.401401401401401472e+02 1.933600926571161539e-03 2.468859808538391518e-03
1.401401401401401472e+02 1.933825981779378408e-03 2.468859808538391518e-03
1.411411411411411621e+02 1.946025710813483909e-03 2.495422919845875862e-03
1.411411411411411621e+02 1.946250209098461265e-03 2.495422919845875862e-03
1.411411411411411621e+02 1.946474707383438404e-03 2.495457052424787138e-03
1.421421421421421485e+02 1.958696856081406073e-03 2.522413449490438185e-03
1.421421421421421485e+02 1.958920485305516105e-03 2.522784685454525309e-03
1.421421421421421485e+02 1.959144114529626137e-03 2.523155921418611999e-03
1.421421421421421485e+02 1.959367743753736169e-03 2.523527157382699556e-03
1.431431431431431633e+02 1.971609487967462913e-03 2.550488095710744512e-03
1.431431431431431633e+02 1.971831940654907543e-03 2.550856130199573128e-03
1.431431431431431633e+02 1.972054393342353041e-03 2.551224164688402612e-03
1.441441441441441498e+02 1.984315005801418758e-03 2.578190725791612310e-03
1.441441441441441498e+02 1.984535979138232677e-03 2.578555516975089643e-03
1.441441441441441498e+02 1.984756952475047465e-03 2.578920308158566977e-03
1.441441441441441498e+02 1.984977925811862252e-03 2.579285099342043877e-03
1.451451451451451646e+02 1.997254079300529641e-03 2.606251923294161579e-03
1.451451451451451646e+02 1.997473275134580527e-03 2.606613429620660040e-03
1.451451451451451646e+02 1.997692470968630979e-03 2.606974935947157634e-03
1.451451451451451646e+02 1.997911666802681431e-03 2.607336442273654794e-03
1.461461461461461511e+02 2.010201271245690494e-03 2.634301374243726204e-03
1.461461461461461511e+02 2.010418396086674671e-03 2.634659554440081652e-03
