0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.487500000000000007e-07 7.562499999999999592e-07 7.714999999999999402e-07 1.034249999999999881e-06 1.435500000000000063e-06 -0.000000000000000000e+00 1.436500000000000138e-06 1.034750000000000130e-06 7.402500000000000276e-07 6.392500000000000629e-07 2.487500000000000007e-07 1.453999999999999970e-06 9.522500000000000731e-07 1.193999999999999918e-06 1.554999999999999935e-06 1.283000000000000040e-06
2.507499999999999921e-07 1.143124999999999961e-06 9.361249999999999734e-07 1.036999999999999982e-06 1.436875000000000113e-06 0.000000000000000000e+00 1.440125000000000040e-06 1.056499999999999964e-06 8.776249999999999194e-07 9.948749999999999403e-07 2.805000000000000037e-07 1.463125000000000073e-06 1.002750000000000055e-06 1.384750000000000167e-06 2.184125000000000031e-06 2.400624999999999991e-06
2.770000000000000055e-07 1.286250000000000179e-06 1.055416666666666585e-06 1.083500000000000087e-06 1.444583333333333408e-06 0.000000000000000000e+00 1.469083333333333343e-06 1.224583333333333185e-06 1.116833333333333242e-06 1.230166666666666691e-06 5.918333333333332926e-07 1.551500000000000095e-06 1.373916666666666797e-06 1.786666666666666783e-06 2.622583333333333395e-06 2.982666666666666852e-06
4.467500000000000002e-07 1.373937499999999964e-06 1.230812499999999958e-06 1.243562499999999963e-06 1.473250000000000040e-06 0.000000000000000000e+00 1.533374999999999951e-06 1.517250000000000169e-06 1.447750000000000030e-06 1.449562499999999981e-06 1.066062499999999968e-06 1.778250000000000084e-06 1.953999999999999842e-06 2.392124999999999988e-06 3.083687500000000196e-06 3.495187499999999983e-06
7.846499999999999752e-07 1.480849999999999976e-06 1.471299999999999999e-06 1.481450000000000021e-06 1.524850000000000105e-06 0.000000000000000000e+00 1.617499999999999972e-06 1.809199999999999974e-06 1.789599999999999984e-06 1.726850000000000034e-06 1.559849999999999982e-06 2.123500000000000082e-06 2.524199999999999905e-06 3.008950000000000219e-06 3.591450000000000148e-06 4.008300000000000231e-06
1.206291666666666644e-06 1.635624999999999904e-06 1.725625000000000101e-06 1.723583333333333405e-06 1.590666666666666670e-06 0.000000000000000000e+00 1.706458333333333336e-06 2.062208333333333275e-06 2.110041666666666461e-06 2.060624999999999858e-06 2.053249999999999781e-06 2.546583333333333191e-06 3.056375000000000023e-06 3.581499999999999930e-06 4.116458333333333555e-06 4.535208333333332722e-06
1.669964285714285771e-06 1.848178571428571382e-06 1.969321428571428490e-06 1.939464285714285689e-06 1.661428571428571434e-06 0.000000000000000000e+00 1.793571428571428310e-06 2.282357142857142834e-06 2.413285714285714268e-06 2.430499999999999853e-06 2.544714285714285951e-06 3.014249999999999982e-06 3.568571428571428467e-06 4.121571428571428509e-06 4.646607142857142687e-06 5.080000000000000490e-06
2.157656250000000015e-06 2.116812499999999818e-06 2.203374999999999889e-06 2.128250000000000333e-06 1.732000000000000104e-06 0.000000000000000000e+00 1.877499999999999812e-06 2.481687500000000285e-06 2.707406250000000130e-06 2.817593750000000335e-06 3.031718750000000169e-06 3.503781250000000192e-06 4.075500000000000197e-06 4.648156250000000141e-06 5.183468749999999939e-06 5.645375000000000138e-06
2.660499999999999769e-06 2.432833333333333221e-06 2.436222222222222482e-06 2.298055555555555670e-06 1.800666666666666776e-06 0.000000000000000000e+00 1.958888888888889004e-06 2.669000000000000196e-06 2.996277777777777598e-06 3.209027777777777805e-06 3.510833333333333742e-06 4.001222222222222745e-06 4.584000000000000496e-06 5.174249999999999630e-06 5.731611111111111734e-06 6.232611111111111681e-06
