0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.112500000000000156e-07 5.865000000000000174e-07 8.644999999999999392e-07 8.367500000000000778e-07 1.057250000000000127e-06 1.275249999999999988e-06 6.134999999999999283e-07 7.067499999999999460e-07 7.452499999999999798e-07 7.810000000000000187e-07 1.125500000000000066e-06 4.984999999999999706e-07 6.749999999999999959e-07 7.369999999999999952e-07 6.409999999999999826e-07 3.460000000000000013e-07
2.824999999999999952e-07 6.105000000000000205e-07 1.266000000000000034e-06 1.515375000000000081e-06 1.816624999999999950e-06 1.711749999999999959e-06 6.873750000000000257e-07 7.076250000000000647e-07 9.356250000000000417e-07 1.409874999999999990e-06 1.536624999999999878e-06 5.402500000000000367e-07 6.752500000000000147e-07 7.369999999999999952e-07 6.409999999999999826e-07 3.479999999999999927e-07
5.902499999999999815e-07 8.167500000000000575e-07 1.557166666666666694e-06 2.070333333333333304e-06 2.226833333333332991e-06 1.947583333333333505e-06 7.930833333333332716e-07 7.290833333333333338e-07 1.107333333333333164e-06 1.761916666666666724e-06 1.720833333333333304e-06 6.205833333333333350e-07 6.815833333333333650e-07 7.370833333333332995e-07 6.439166666666666920e-07 3.959999999999999990e-07
9.976874999999999663e-07 1.226999999999999857e-06 1.879437499999999825e-06 2.425562500000000038e-06 2.512562500000000222e-06 2.141437500000000027e-06 1.050250000000000024e-06 8.231874999999999853e-07 1.248499999999999990e-06 1.944062500000000074e-06 1.851187499999999926e-06 8.453750000000000376e-07 7.079375000000000088e-07 7.392499999999999525e-07 6.579999999999999893e-07 5.426249999999999504e-07
1.447599999999999913e-06 1.707450000000000059e-06 2.260300000000000196e-06 2.722849999999999689e-06 2.757949999999999996e-06 2.349700000000000136e-06 1.395700000000000037e-06 1.018900000000000104e-06 1.425599999999999954e-06 2.079150000000000244e-06 1.977450000000000015e-06 1.137999999999999946e-06 7.605999999999999683e-07 7.484500000000000084e-07 6.930999999999999793e-07 7.226499999999999759e-07
1.942416666666666520e-06 2.200250000000000237e-06 2.663541666666666329e-06 3.019749999999999760e-06 3.002666666666666661e-06 2.585000000000000238e-06 1.752874999999999925e-06 1.303083333333333365e-06 1.651791666666666868e-06 2.213708333333333434e-06 2.114666666666666862e-06 1.410375000000000028e-06 8.359166666666666113e-07 7.707083333333333376e-07 7.538333333333332874e-07 8.885833333333333525e-07
2.465142857142857028e-06 2.693607142857142497e-06 3.065821428571428495e-06 3.326785714285714500e-06 3.259464285714285756e-06 2.844607142857142830e-06 2.126321428571428427e-06 1.645749999999999871e-06 1.913642857142857310e-06 2.362714285714285406e-06 2.261178571428571494e-06 1.642285714285714153e-06 9.306785714285713785e-07 8.101785714285714310e-07 8.384642857142857696e-07 1.036571428571428612e-06
2.998062500000000063e-06 3.184281249999999693e-06 3.464468749999999965e-06 3.642843749999999760e-06 3.531062500000000296e-06 3.126062499999999938e-06 2.479750000000000271e-06 2.019718749999999948e-06 2.197437499999999999e-06 2.529375000000000241e-06 2.412656250000000114e-06 1.839531249999999990e-06 1.043687500000000034e-06 8.687812499999999035e-07 9.410312499999999317e-07 1.174281249999999880e-06
3.527694444444444414e-06 3.664194444444444716e-06 3.859944444444444917e-06 3.966222222222222233e-06 3.816694444444444103e-06 3.420694444444444422e-06 2.837000000000000112e-06 2.405611111111111306e-06 2.493833333333333569e-06 2.712416666666666771e-06 2.568111111111111021e-06 2.013194444444444345e-06 1.174055555555555505e-06 9.467499999999999775e-07 1.055361111111111190e-06 1.309694444444444432e-06
4.046299999999999698e-06 4.133000000000000070e-06 4.252824999999999385e-06 4.295700000000000224e-06 4.114599999999999535e-06 3.727825000000000176e-06 3.197549999999999989e-06 2.791425000000000129e-06 2.796400000000000026e-06 2.908974999999999961e-06 2.726750000000000193e-06 2.173175000000000162e-06 1.319425000000000077e-06 1.043324999999999875e-06 1.177399999999999942e-06 1.448725000000000050e-06
6.440199999999999766e-06 6.318933333333333165e-06 6.182116666666667195e-06 6.006000000000000603e-06 5.720099999999999664e-06 5.357166666666666734e-06 4.954483333333333040e-06 4.567783333333333846e-06 4.276249999999999927e-06 3.995150000000000196e-06 3.585566666666666619e-06 2.953916666666666492e-06 2.178599999999999775e-06 1.756749999999999951e-06 1.897483333333333341e-06 2.298283333333333383e-06
8.642949999999999979e-06 8.360862499999998929e-06 8.078149999999999898e-06 7.761349999999999814e-06 7.397799999999999712e-06 6.980587500000000528e-06 6.545525000000000320e-06 6.087862500000000533e-06 5.624137500000000157e-06 5.127387500000000212e-06 4.551124999999999561e-06 3.866787499999999949e-06 3.169137499999999945e-06 2.776849999999999934e-06 2.913837500000000035e-06 3.464699999999999625e-06
1.078707000000000004e-05 1.036556999999999908e-05 9.958189999999999943e-06 9.524629999999998964e-06 9.062569999999999868e-06 8.559979999999999653e-06 8.042129999999999182e-06 7.499540000000000198e-06 6.921489999999999862e-06 6.310799999999999785e-06 5.659760000000000171e-06 4.989839999999999476e-06 4.402549999999999887e-06 4.113620000000000435e-06 4.304219999999999932e-06 4.937389999999999665e-06
1.289074166666666685e-05 1.235709999999999897e-05 1.183556666666666725e-05 1.129537499999999856e-05 1.073863333333333254e-05 1.014561666666666660e-05 9.545833333333332712e-06 8.926883333333332480e-06 8.288391666666666778e-06 7.633291666666666900e-06 6.982875000000000461e-06 6.382108333333333623e-06 5.930516666666666081e-06 5.784333333333333235e-06 6.047950000000000260e-06 6.702083333333333045e-06
1.494647142857142799e-05 1.434283571428571341e-05 1.371507857142857206e-05 1.309294999999999972e-05 1.245615714285714146e-05 1.179513571428571407e-05 1.113877142857142885e-05 1.047820000000000075e-05 9.825107142857144013e-06 9.182749999999999452e-06 8.589242857142856974e-06 8.097671428571428438e-06 7.791992857142857111e-06 7.778242857142857454e-06 8.100257142857143070e-06 8.739564285714286024e-06
1.696576874999999892e-05 1.630398125000000217e-05 1.561838124999999979e-05 1.494469999999999940e-05 1.426789374999999894e-05 1.356166250000000172e-05 1.288618750000000121e-05 1.223832499999999942e-05 1.160159999999999917e-05 1.101544374999999927e-05 1.051616875000000057e-05 1.014593750000000149e-05 9.977368749999999899e-06 1.006360625000000010e-05 1.042266249999999840e-05 1.103682500000000084e-05
1.898496111111111080e-05 1.829390000000000115e-05 1.758339999999999838e-05 1.689100555555555586e-05 1.620511666666666847e-05 1.552383888888888988e-05 1.483837222222222282e-05 1.423158888888889053e-05 1.365422222222222333e-05 1.315266666666666689e-05 1.276176111111111082e-05 1.250896111111111047e-05 1.245758888888889023e-05 1.259632777777777897e-05 1.298585555555555480e-05 1.356917222222222149e-05
2.104867999999999919e-05 2.035719500000000186e-05 1.966849999999999981e-05 1.897480500000000035e-05 1.831076499999999849e-05 1.767084500000000005e-05 1.705151999999999899e-05 1.648577000000000191e-05 1.599339000000000105e-05 1.558371000000000195e-05 1.530108000000000021e-05 1.514184000000000070e-05 1.517984500000000137e-05 1.536550000000000052e-05 1.577557500000000015e-05 1.631994499999999914e-05
