# Sigma = 0.083769
       -0.9073250335        0.0000000000
       -0.8570636695        0.0000000000
       -0.8068023055        0.0000000000
       -0.7565409415        0.0000000000
       -0.7062795774        0.0000000000
       -0.6560182134        0.0000000000
       -0.6057568494        0.0000000000
       -0.5554954854        0.0000000004
       -0.5052341214        0.0000000128
       -0.4549727574        0.0000002577
       -0.4047113934        0.0000036459
       -0.3544500294        0.0000365006
       -0.3041886654        0.0002603431
       -0.2539273013        0.0013403074
       -0.2036659373        0.0051063284
       -0.1534045733        0.0150593350
       -0.1031432093        0.0367739377
       -0.0528818453        0.0795272617
       -0.0026204813        0.1565397466
        0.0476408827        0.2767552623
        0.0979022467        0.4335607659
        0.1481636107        0.6071565968
        0.1984249748        0.7787627672
        0.2486863388        0.9390278900
        0.2989477028        1.0862517079
        0.3492090668        1.2220721605
        0.3994704308        1.3489429902
        0.4497317948        1.4691831375
        0.4999931588        1.5847225668
        0.5502545228        1.6970993357
        0.6005158868        1.8075322840
        0.6507772509        1.9170050264
        0.7010386149        2.0263407544
        0.7512999789        2.1362628928
        0.8015613429        2.2474439869
        0.8518227069        2.3605488628
        0.9020840709        2.4762803622
        0.9523454349        2.5954405699
        1.0026067989        2.7190365795
        1.0528681630        2.8485079162
        1.1031295270        2.9861915549
        1.1533908910        3.1356940475
        1.2036522550        3.2999906927
        1.2539136190        3.4744176422
        1.3041749830        3.6412723297
        1.3544363470        3.7836456202
        1.4046977110        3.9098463992
        1.4549590750        4.0454249705
        1.5052204391        4.1989751530
        1.5554818031        4.3611888440
        1.6057431671        4.5327760941
        1.6560045311        4.7305974144
        1.7062658951        4.9757091570
        1.7565272591        5.2894441733
        1.8067886231        5.6901081557
        1.8570499871        6.1798625840
        1.9073113511        6.7421339015
        1.9575727152        7.3701042821
        2.0078340792        8.1093443133
        2.0580954432        9.0891044577
        2.1083568072       10.5209003116
        2.1586181712       12.5718453284
        2.2088795352       15.0057186012
        2.2591408992       16.8789777869
        2.3094022632       17.0167394464
        2.3596636272       15.1841422413
        2.4099249913       12.4857642540
        2.4601863553       10.3286066738
        2.5104477193        9.3183678310
        2.5607090833        9.2394423195
        2.6109704473        9.6517782085
        2.6612318113       10.2959052714
        2.7114931753       11.1352456621
        2.7617545393       12.2106907703
        2.8120159033       13.4076439908
        2.8622772674       14.3346388210
        2.9125386314       14.6782255572
        2.9627999954       14.6503421136
        3.0130613594       14.7109560227
        3.0633227234       15.0693370783
        3.1135840874       15.8566157062
        3.1638454514       17.3772655027
        3.2141068154       19.7801616116
        3.2643681794       22.7498061057
        3.3146295435       25.5757264536
        3.3648909075       27.3242552760
        3.4151522715       27.3090509311
        3.4654136355       25.6615628617
        3.5156749995       23.1629207394
        3.5659363635       20.6371837402
        3.6161977275       18.6862969102
        3.6664590915       17.5938458187
        3.7167204555       17.3103208168
        3.7669818196       17.6438659344
        3.8172431836       18.3505516861
        3.8675045476       19.1002664669
        3.9177659116       19.5410266273
        3.9680272756       19.4791027745
        4.0182886396       19.0257937225
        4.0685500036       18.2944366600
        4.1188113676       16.8494031383
        4.1690727316       14.0897978537
        4.2193340957       10.4845831151
        4.2695954597        7.7206359547
        4.3198568237        7.2739648233
        4.3701181877        9.2150587459
        4.4203795517       12.2695017291
        4.4706409157       14.5812313973
        4.5209022797       14.6907128230
        4.5711636437       12.4663079372
        4.6214250077        9.2127650015
        4.6716863718        6.5077664282
        4.7219477358        4.9237209537
        4.7722090998        4.0120455862
        4.8224704638        3.1881382990
        4.8727318278        2.3262696215
        4.9229931918        1.6716617269
        4.9732545558        1.4371168526
        5.0235159198        1.5663066065
        5.0737772838        1.8494685504
        5.1240386479        2.1482172123
        5.1743000119        2.4527830322
        5.2245613759        2.8082028631
        5.2748227399        3.2505796294
        5.3250841039        3.7908561080
        5.3753454679        4.4301290610
        5.4256068319        5.1732758195
        5.4758681959        6.0234887872
        5.5261295599        6.9816245709
        5.5763909240        8.0161077430
        5.6266522880        8.9954075200
        5.6769136520        9.7873880173
        5.7271750160       10.5821514878
        5.7774363800       11.9505625620
        5.8276977440       14.2125404753
        5.8779591080       16.6919098148
        5.9282204720       18.0144345313
        5.9784818360       17.3500851563
        6.0287432001       15.0257809714
        6.0790045641       11.9639181359
        6.1292659281        9.0478338623
        6.1795272921        6.9138756142
        6.2297886561        5.7852575952
        6.2800500201        5.4325469050
        6.3303113841        5.4564429568
        6.3805727481        5.5782434234
        6.4308341121        5.6860293730
        6.4810954762        5.7461715843
        6.5313568402        5.7349801062
        6.5816182042        5.6286676491
        6.6318795682        5.4263246689
        6.6821409322        5.1682202916
        6.7324022962        4.9268303891
        6.7826636602        4.7812974636
        6.8329250242        4.8071825167
        6.8831863882        5.0989402870
        6.9334477523        5.7850045517
        6.9837091163        6.8964410609
        7.0339704803        8.0167210057
        7.0842318443        8.1861429319
        7.1344932083        6.7257339778
        7.1847545723        4.2016476378
        7.2350159363        1.9314866069
        7.2852773003        0.6412472668
        7.3355386643        0.1520689986
        7.3858000284        0.0255913028
        7.4360613924        0.0031536570
        7.4863227564        0.0018924214
        7.5365841204        0.0168305694
        7.5868454844        0.1222229010
        7.6371068484        0.6312059819
        7.6873682124        2.3289702134
        7.7376295764        6.1933804797
        7.7878909404       12.0452530556
        7.8381523045       17.5721198975
        7.8884136685       20.0807914907
        7.9386750325       19.2230101189
        7.9889363965       16.7167244003
        8.0391977605       14.0753625990
        8.0894591245       11.8231651291
        8.1397204885       10.0715668610
        8.1899818525        8.7562676514
        8.2402432165        7.4790557138
        8.2905045806        5.7546860913
        8.3407659446        3.6428402242
        8.3910273086        1.7793656499
        8.4412886726        0.6457812798
        8.4915500366        0.1704807838
        8.5418114006        0.0323380973
        8.5920727646        0.0043747015
        8.6423341286        0.0004200005
        8.6925954926        0.0000285194
        8.7428568567        0.0000013663
        8.7931182207        0.0000000461
        8.8433795847        0.0000000011
        8.8936409487        0.0000000000
        8.9439023127        0.0000000000
        8.9941636767        0.0000000000
        9.0444250407        0.0000000000
        9.0946864047        0.0000000000
        9.1449477687        0.0000000000
