# Sigma = 0.089385
       -1.2946933029        0.0000000000
       -1.2410621124        0.0000000000
       -1.1874309220        0.0000000000
       -1.1337997315        0.0000000000
       -1.0801685410        0.0000000000
       -1.0265373505        0.0000000000
       -0.9729061600        0.0000000000
       -0.9192749695        0.0000000017
       -0.8656437790        0.0000000495
       -0.8120125886        0.0000010424
       -0.7583813981        0.0000154942
       -0.7047502076        0.0001631868
       -0.6511190171        0.0012227890
       -0.5974878266        0.0065555557
       -0.5438566361        0.0253475543
       -0.4902254456        0.0715120678
       -0.4365942552        0.1497455236
       -0.3829630647        0.2386174876
       -0.3293318742        0.2997401790
       -0.2757006837        0.3106646739
       -0.2220694932        0.2790872379
       -0.1684383027        0.2263272801
       -0.1148071122        0.1727070870
       -0.0611759218        0.1406485811
       -0.0075447313        0.1557508457
        0.0460864592        0.2317855869
        0.0997176497        0.3577997443
        0.1533488402        0.5082335282
        0.2069800307        0.6632855127
        0.2606112212        0.8152257292
        0.3142424116        0.9623440207
        0.3678736021        1.1044712338
        0.4215047926        1.2422259905
        0.4751359831        1.3766412562
        0.5287671736        1.5087377802
        0.5823983641        1.6394007131
        0.6360295546        1.7693941439
        0.6896607451        1.8993887909
        0.7432919355        2.0299862466
        0.7969231260        2.1617390846
        0.8505543165        2.2951677707
        0.9041855070        2.4307757058
        0.9578166975        2.5690626118
        1.0114478880        2.7105363057
        1.0650790785        2.8557238867
        1.1187102689        3.0051836896
        1.1723414594        3.1595186712
        1.2259726499        3.3193916060
        1.2796038404        3.4855428243
        1.3332350309        3.6588117137
        1.3868662214        3.8401643824
        1.4404974119        4.0307312328
        1.4941286023        4.2318582523
        1.5477597928        4.4451767352
        1.6013909833        4.6727009120
        1.6550221738        4.9169715607
        1.7086533643        5.1812776130
        1.7622845548        5.4700153724
        1.8159157453        5.7893129338
        1.8695469357        6.1482403849
        1.9231781262        6.5614682497
        1.9768093167        7.0551410534
        2.0304405072        7.6757927389
        2.0840716977        8.4867031409
        2.1377028882        9.5116497760
        2.1913340787       10.6296421137
        2.2449652691       11.5829921851
        2.2985964596       12.2491490605
        2.3522276501       12.8812379968
        2.4058588406       13.8061474254
        2.4594900311       14.8161986653
        2.5131212216       15.1940492255
        2.5667524121       14.4973695906
        2.6203836025       13.0247866399
        2.6740147930       11.4581791166
        2.7276459835       10.3857401940
        2.7812771740       10.1707576696
        2.8349083645       10.9779243286
        2.8885395550       12.8075055365
        2.9421707455       15.4372293398
        2.9958019360       18.2428653733
        3.0494331264       20.2393818251
        3.1030643169       20.5339520354
        3.1566955074       18.7613964500
        3.2103266979       15.3348835502
        3.2639578884       11.6002323958
        3.3175890789        9.1932297662
        3.3712202694        8.7071104386
        3.4248514598        9.4042227443
        3.4784826503       10.3033633435
        3.5321138408       11.0699734523
        3.5857450313       11.9367511861
        3.6393762218       13.1424108397
        3.6930074123       14.4654383295
        3.7466386028       15.2508007251
        3.8002697932       15.0065509306
        3.8539009837       13.9254570229
        3.9075321742       12.6598691367
        3.9611633647       11.7229619062
